,Nodes,Edges,Latitude,Longitude
642,"CNIT, Pisa, Italy","[""Scuola Superiore Sant'' Anna, Pisa, Italy"", ""Department of Electronic Engineering, Tsinghua University, Beijing, China""]",43.7159395,10.4018624
643,"Scuola Superiore Sant'' Anna, Pisa, Italy","[""CNIT, Pisa, Italy"", ""Department of Electronic Engineering, Tsinghua University, Beijing, China"", ""Department of Electrical Electronics and Information Engineering, Osaka University, Osaka, Japan""]",43.7159395,10.4018624
644,"Department of Physics and Astronomy, University of Waterloo, Waterloo, ONT, Canada","[""Department of Photonics Engineering, DTU Fotonik, Technical University of Denmark, Lyngby, Denmark""]",50.000678,-86.000977
645,"Department of Photonics Engineering, DTU Fotonik, Technical University of Denmark, Lyngby, Denmark","[""Department of Physics and Astronomy, University of Waterloo, Waterloo, ONT, Canada""]",55.7718649,12.5051413
646,"CSIC-UIP, Instituto de Física Interdisciplinary Sistemas Complejos, Palma de Mallorca, Spain",[],39.58130105,2.709183392285786
647,"School of Engineering and Mathematical Sciences, City University, London, UK","[""Brunei University, Uxbridge, UK""]",51.4893335,-0.14405508452768728
648,"Brunei University, Uxbridge, UK","[""School of Engineering and Mathematical Sciences, City University, London, UK""]",51.5449509,-0.4816672
649,"Institut du Non Linéaire de Nice U.M.R.C.N.R.S. 6618, Université de Nice, La Valbonne, France",[],45.8497052,5.1237273
650,"State Key Discipline Laboratory of Wide Band-Gap Semiconductor Technology, School of Microelectronics, Xidian University, Xi’an, China","[""Instrumental Analysis Center, Xi\u2019an University of Architecture and Technology, Xi\u2019an, China""]",34.2607713,108.9423443
651,"Instrumental Analysis Center, Xi’an University of Architecture and Technology, Xi’an, China","[""State Key Discipline Laboratory of Wide Band-Gap Semiconductor Technology, School of Microelectronics, Xidian University, Xi\u2019an, China""]",34.2607713,108.9423443
652,"Department of Materials Science and Engineering, National Tsing Hua University, Hsinchu, Taiwan","[""Vanguard International Semiconductor Corporation, Hsinchu, Taiwan""]",24.8066333,120.9686833
653,"Vanguard International Semiconductor Corporation, Hsinchu, Taiwan","[""Department of Materials Science and Engineering, National Tsing Hua University, Hsinchu, Taiwan""]",24.8066333,120.9686833
654,"Chinese Academy of Sciences, Key Laboratory of Semiconductor Material Sciences and the Beijing Key Laboratory of Low Dimensional Semiconductor Materials and Devices Institute of Semiconductors, Beijing, China",[],39.9057136,116.3912972
655,"Laboratory of Materials and Semiconductor Physics, Department of Microelectronics & Information Technology, Royal Institute of Technology, Kista, Sweden","[""Photonics Laboratory, Department of Microtechnology and Nanoscience, Chalmers University of Technology, Gothenburg, Sweden"", ""Department of Optoelectronics, University of Ulm (EBS), Ulm, Germany""]",59.403311,17.9442849
656,"Photonics Laboratory, Department of Microtechnology and Nanoscience, Chalmers University of Technology, Gothenburg, Sweden","[""Department of Optoelectronics, University of Ulm (EBS), Ulm, Germany"", ""Laboratory of Materials and Semiconductor Physics, Department of Microelectronics & Information Technology, Royal Institute of Technology, Kista, Sweden"", ""Institute of Optoelectronics, Ulm University, Ulm, Germany""]",57.7072326,11.9670171
657,"Department of Optoelectronics, University of Ulm (EBS), Ulm, Germany","[""Photonics Laboratory, Department of Microtechnology and Nanoscience, Chalmers University of Technology, Gothenburg, Sweden"", ""Laboratory of Materials and Semiconductor Physics, Department of Microelectronics & Information Technology, Royal Institute of Technology, Kista, Sweden""]",48.3974003,9.9934336
658,"State Key Laboratory of Solid-State Lighting, Beijing Engineering Research Center for the Third Generation Semiconductor Materials and Application, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China","[""Engineering Research Center for Semiconductor Integrated Technologies, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China""]",39.9057136,116.3912972
659,"Engineering Research Center for Semiconductor Integrated Technologies, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China","[""State Key Laboratory of Solid-State Lighting, Beijing Engineering Research Center for the Third Generation Semiconductor Materials and Application, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China""]",39.9057136,116.3912972
660,"National Key Laboratory of Application Specific Integrated Circuit, Hebei Semiconductor Research Institute, Shijiazhuang, China",[],38.0429742,114.5088385
661,"National Key Laboratory of ASIC, Hebei Semiconductor Research Institute, Shijiazhuan, China",[],,
662,"R&D Center for Semiconductor Lighting, Chinese Academy of Sciences, Beijing, China","[""Beijing Engineering Research Center for the Third Generation Semiconductor Materials and Application, Beijing, China""]",39.9057136,116.3912972
663,"DAPNIA, CEA Saclay, Gif-sur-Yvette, France",[],48.7018823,2.134529
664,"eShakti Corporation, Naples, USA",[],33.2031774,-94.6802055
665,"Semiconductor Research Corporation, Durham, NC, USA",[],35.6729639,-79.0392919
666,"Semiconductor Laser Department, Sony Corporation MSNC DSC, Tokyo, Japan","[""Technology Department, Sony Shiroishi Semiconductor, Inc., Miyagi, Japan""]",35.6840574,139.7744912
667,"Technology Department, Sony Shiroishi Semiconductor, Inc., Miyagi, Japan","[""Semiconductor Laser Department, Sony Corporation MSNC DSC, Tokyo, Japan""]",38.3880155,140.9761025
668,"Autani, LLC, TN","[""Air Force Institute of Technology, Wright-Patterson AFB, OH, USA""]",41.7422697,-111.81544689930769
669,"Fujitsu Laboratories Limited, QD Laser, Inc., Atsugi, Kanagawa, Japan","[""Fujitsu Laboratories Limited, Atsugi, Kanagawa, Japan"", ""Institute of Nano Quantum Information Electronics (INQIE), University of Tokyo, Tokyo, Japan"", ""QD Laser, Inc., Atsugi, Kanagawa, Japan"", ""Optoelectronic Industry and Technology Development Association (OITDA), Fujitsu Laboratories Limited, Atsugi, Kanagawa, Japan"", ""Institute of Nano Quantum Information Electronics (INQIE), Institute of Industrial Science (IIS), Research Center of Advanced Science and Technology (RCAST), University of Tokyo, Tokyo, Japan""]",35.4342935,139.374753
670,"QD Laser, Inc., Atsugi, Kanagawa, Japan","[""Fujitsu Laboratories Limited, Atsugi, Kanagawa, Japan"", ""Institute of Nano Quantum Information Electronics (INQIE), University of Tokyo, Tokyo, Japan"", ""Optoelectronic Industry and Technology Development Association (OITDA), Fujitsu Laboratories Limited, Atsugi, Kanagawa, Japan"", ""Fujitsu Laboratories Limited, QD Laser, Inc., Atsugi, Kanagawa, Japan"", ""Institute of Nano Quantum Information Electronics (INQIE), Institute of Industrial Science (IIS), Research Center of Advanced Science and Technology (RCAST), University of Tokyo, Tokyo, Japan""]",35.4342935,139.374753
671,"Institute of Nano Quantum Information Electronics (INQIE), Institute of Industrial Science (IIS), Research Center of Advanced Science and Technology (RCAST), University of Tokyo, Tokyo, Japan","[""Fujitsu Laboratories Limited, Atsugi, Kanagawa, Japan"", ""Institute of Nano Quantum Information Electronics (INQIE), University of Tokyo, Tokyo, Japan"", ""QD Laser, Inc., Atsugi, Kanagawa, Japan"", ""Optoelectronic Industry and Technology Development Association (OITDA), Fujitsu Laboratories Limited, Atsugi, Kanagawa, Japan"", ""Fujitsu Laboratories Limited, QD Laser, Inc., Atsugi, Kanagawa, Japan""]",35.6840574,139.7744912
672,"Fujitsu Laboratories Limited, Atsugi, Kanagawa, Japan","[""Institute of Nano Quantum Information Electronics (INQIE), University of Tokyo, Tokyo, Japan"", ""QD Laser, Inc., Atsugi, Kanagawa, Japan"", ""Optoelectronic Industry and Technology Development Association (OITDA), Fujitsu Laboratories Limited, Atsugi, Kanagawa, Japan"", ""Fujitsu Laboratories Limited, QD Laser, Inc., Atsugi, Kanagawa, Japan"", ""Institute of Nano Quantum Information Electronics (INQIE), Institute of Industrial Science (IIS), Research Center of Advanced Science and Technology (RCAST), University of Tokyo, Tokyo, Japan""]",35.4342935,139.374753
673,"Institute of Nano Quantum Information Electronics (INQIE), University of Tokyo, Tokyo, Japan","[""Fujitsu Laboratories Limited, Atsugi, Kanagawa, Japan"", ""QD Laser, Inc., Atsugi, Kanagawa, Japan"", ""Optoelectronic Industry and Technology Development Association (OITDA), Fujitsu Laboratories Limited, Atsugi, Kanagawa, Japan"", ""Fujitsu Laboratories Limited, QD Laser, Inc., Atsugi, Kanagawa, Japan"", ""Institute of Nano Quantum Information Electronics (INQIE), Institute of Industrial Science (IIS), Research Center of Advanced Science and Technology (RCAST), University of Tokyo, Tokyo, Japan""]",35.6840574,139.7744912
674,"Optoelectronic Industry and Technology Development Association (OITDA), Fujitsu Laboratories Limited, Atsugi, Kanagawa, Japan","[""Fujitsu Laboratories Limited, Atsugi, Kanagawa, Japan"", ""Institute of Nano Quantum Information Electronics (INQIE), University of Tokyo, Tokyo, Japan"", ""QD Laser, Inc., Atsugi, Kanagawa, Japan"", ""Fujitsu Laboratories Limited, QD Laser, Inc., Atsugi, Kanagawa, Japan"", ""Institute of Nano Quantum Information Electronics (INQIE), Institute of Industrial Science (IIS), Research Center of Advanced Science and Technology (RCAST), University of Tokyo, Tokyo, Japan""]",35.4342935,139.374753
675,"Department of Materials Science and Engineering, National Dong Hwa University, Hualien, Taiwan",[],23.9913421,121.6197276
676,"Department of Electrical Electronics and Information Engineering, Osaka University, Osaka, Japan","[""Scuola Superiore Sant'' Anna, Pisa, Italy""]",34.6198813,135.490357
677,"State Key Laboratory of Luminescent Materials and Devices, South China University of Technology, Guangzhou, China","[""Department of Electronic Engineering, Jinan University, Guangzhou, China""]",23.1301964,113.2592945
678,"Department of Electronic Engineering, Jinan University, Guangzhou, China","[""State Key Laboratory of Luminescent Materials and Devices, South China University of Technology, Guangzhou, China""]",23.1301964,113.2592945
679,"Centre of Nanoheterostructure Physics, Ioffe Physical-Technical Institute, Russian Academy of Sciences, Saint Petersburg, Russia","[""Stelmakh Research and Development Institute Polyus, Moscow, Russia""]",59.938732,30.316229
680,"Stelmakh Research and Development Institute Polyus, Moscow, Russia","[""Centre of Nanoheterostructure Physics, Ioffe Physical-Technical Institute, Russian Academy of Sciences, Saint Petersburg, Russia""]",55.625578,37.6063916
681,"Department of Electrical and Computer Engineering, University of Victoria, Victoria, BC, Canada",[],55.001251,-125.002441
682,"Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ONT, Canada",[],50.000678,-86.000977
683,"NTT Photonics Laboratories, Kanagawa, Japan",[],35.4342935,139.374753
684,"Innolume Gmbh, Dortmund, Germany","[""School of Physics and Astronomy, University of St Andrews, Saint Andrews, UK"", ""Department of Materials Science and Engineering, University of Sheffield, Sheffield, UK"", ""Department of Electronic and Electrical Engineering, University of Sheffield, Sheffield, UK""]",51.5142273,7.4652789
685,"Department of Electronic and Electrical Engineering, University of Sheffield, Sheffield, UK","[""Innolume Gmbh, Dortmund, Germany"", ""School of Physics and Astronomy, University of St Andrews, Saint Andrews, UK"", ""Department of Materials Science and Engineering, University of Sheffield, Sheffield, UK""]",53.3806626,-1.4702278
686,"Department of Materials Science and Engineering, University of Sheffield, Sheffield, UK","[""Innolume Gmbh, Dortmund, Germany"", ""School of Physics and Astronomy, University of St Andrews, Saint Andrews, UK"", ""Department of Electronic and Electrical Engineering, University of Sheffield, Sheffield, UK""]",53.3806626,-1.4702278
687,"School of Physics and Astronomy, University of St Andrews, Saint Andrews, UK","[""Innolume Gmbh, Dortmund, Germany"", ""Department of Materials Science and Engineering, University of Sheffield, Sheffield, UK"", ""Department of Electronic and Electrical Engineering, University of Sheffield, Sheffield, UK""]",56.3403902,-2.7955844
688,"Laboratory Photonics Kharkov, National University of Radioelectronics, Kharkov, Ukraine","[""Department of Information and Communications, Gwangju Institute of Science and Technology, Gwangju, South Korea"", ""Departamento de Electronica, FIMEE, Guanajuato University, Salamanca, Mexico""]",49.9923181,36.2310146
689,"Departamento de Electronica, FIMEE, Guanajuato University, Salamanca, Mexico","[""Laboratory Photonics Kharkov, National University of Radioelectronics, Kharkov, Ukraine"", ""Department of Information and Communications, Gwangju Institute of Science and Technology, Gwangju, South Korea""]",20.65232455,-101.16684156787477
690,"Fraunhofer-Institut für Angewandte Festkörperphysik, Freiburg im Breisgau, Germany",[],47.9960901,7.8494005
691,"Karlsruhe Institute for Technology (KIT), Institute for Microstructure Technology, Karlsruhe, Germany","[""Karlsruhe Institute for Technology (KIT), Light Technology Institute (LTI), Karlsruhe, Germany"", ""Karlsruhe Institute for Technology (KIT), Institut f\u00fcr Angewandte Physik, Karlsruhe, Germany""]",49.0068705,8.4034195
692,"Karlsruhe Institute for Technology (KIT), Light Technology Institute (LTI), Karlsruhe, Germany","[""Karlsruhe Institute for Technology (KIT), Institut f\u00fcr Angewandte Physik, Karlsruhe, Germany"", ""Karlsruhe Institute for Technology (KIT), Institute for Microstructure Technology, Karlsruhe, Germany""]",49.0068705,8.4034195
693,"Karlsruhe Institute for Technology (KIT), Institut für Angewandte Physik, Karlsruhe, Germany","[""Karlsruhe Institute for Technology (KIT), Light Technology Institute (LTI), Karlsruhe, Germany"", ""Karlsruhe Institute for Technology (KIT), Institute for Microstructure Technology, Karlsruhe, Germany""]",49.0068705,8.4034195
694,"Departament d’Enginyeria Electrònica, Escola d’Enginyeria, Universitat Autònoma de Barcelona, Bellaterra, Spain",[],41.5025932,2.0800563
695,"Department of Electrical and Computer Engineering, University of California, Santa Barbara, CA, USA","[""Bell Laboratories, Holmdel, NJ, USA""]",36.7014631,-118.755997
696,"Bell Laboratories, Holmdel, NJ, USA","[""Department of Electrical and Computer Engineering, University of California, Santa Barbara, CA, USA""]",40.0757384,-74.4041622
697,"Department of Electrical Engineering-Electrophysics, University of Southern California, Los Angeles, CA, USA",[],36.7014631,-118.755997
698,"DTU Fotonik, Department of Photonics Engineering, Technical University of Denmark, Kongens Lyngby, Denmark",[],55.7718649,12.5051413
699,"Department of Electronics Engineering, Pusan National University, Pusan, Republic of Korea",[],35.1799528,129.0752365
700,"State Key Laboratory on Integrated Optoelectronics, Jilin University, Changchun, China",[],43.8844201,125.3180998
701,"Department of Electronics Engineering, Chungnam National University, Daejeon, South Korea","[""Department of Semiconductor Processing Equipment, Semiconductor Convergence Campus of Korea Polytechnics College, Anseong, South Korea"", ""Department of Semiconductor Design, Semiconductor Convergence Campus of Korea Polytechnics College, Anseong, South Korea""]",36.3497007,127.3849016
702,"Department of Semiconductor Processing Equipment, Semiconductor Convergence Campus of Korea Polytechnics College, Anseong, South Korea","[""Department of Electronics Engineering, Chungnam National University, Daejeon, South Korea"", ""Department of Semiconductor Design, Semiconductor Convergence Campus of Korea Polytechnics College, Anseong, South Korea""]",37.007773,127.279971
703,"Department of Semiconductor Design, Semiconductor Convergence Campus of Korea Polytechnics College, Anseong, South Korea","[""Department of Electronics Engineering, Chungnam National University, Daejeon, South Korea"", ""Department of Semiconductor Processing Equipment, Semiconductor Convergence Campus of Korea Polytechnics College, Anseong, South Korea""]",37.007773,127.279971
704,"Lightwave Communications Laboratory, Princeton University, Princeton, NJ, USA",[],40.0757384,-74.4041622
705,"Applied Physics Research Group (APHY), Vrije Universiteit Brussel, Brussels, Belgium","[""COBRA Research Institute, Eindhoven University of Technology, Eindhoven, MB, The Netherlands""]",50.8550018,4.3512333761166175
706,"COBRA Research Institute, Eindhoven University of Technology, Eindhoven, MB, The Netherlands","[""Applied Physics Research Group (APHY), Vrije Universiteit Brussel, Brussels, Belgium""]",51.3050486,-0.1455647
707,"Departament de Física i Enginyeria Nuclear, Universitat Poliltècnica de Catalunya, Terrassa, Spain",[],41.5629623,2.0100492
708,"Center of Information Photonics and Communications, Southwest Jiaotong University, Chengdu, China",[],30.6598628,104.0633717
709,"Department of Electrical and Computer Engineering, National University of Singapore, Singapore, Singapore","[""School of Electrical and Electrical Engineering, Nanyang Technological University, Singapore, Singapore""]",1.357107,103.8194992
710,"School of Electrical and Electrical Engineering, Nanyang Technological University, Singapore, Singapore","[""Department of Electrical and Computer Engineering, National University of Singapore, Singapore, Singapore""]",1.357107,103.8194992
711,"Faculty of Engineering, Shizuoka University, Hamamatsu, Japan","[""Graduate School of Engineering, Shizuoka University, Hamamatsu, Japan""]",34.7109786,137.7259431
712,"Graduate School of Engineering, Shizuoka University, Hamamatsu, Japan","[""Faculty of Engineering, Shizuoka University, Hamamatsu, Japan""]",34.7109786,137.7259431
713,"Graduate School of System Informatics, Kobe University, Kobe, Japan","[""Graduate School of Science, Technology and Innovation, Kobe University, Kobe, Japan""]",34.6932379,135.1943764
714,"Graduate School of Science, Technology and Innovation, Kobe University, Kobe, Japan","[""Graduate School of System Informatics, Kobe University, Kobe, Japan""]",34.6932379,135.1943764
715,"Inter-University Semiconductor Research Center, Seoul National University, Seoul, Korea",[],37.5666791,126.9782914
716,"Nagasaki Design Center, Sony Design Incorporation, Nagasaki, Japan","[""Semiconductor Technology Development Group, Semiconductor Business Unit, Sony Corporation, Kanagawa, Japan""]",33.1154683,129.7874339
717,"Semiconductor Technology Development Group, Semiconductor Business Unit, Sony Corporation, Kanagawa, Japan","[""Nagasaki Design Center, Sony Design Incorporation, Nagasaki, Japan""]",35.4342935,139.374753
718,"Center of Photonics and Optoelectronic Materials, Department of Electrical Engineering and the Princeton Materials Institute, Princeton University, Princeton, NJ, USA",[],40.0757384,-74.4041622
719,"Institute of Theoretical Physics, Warsaw University of Technology, Warsaw, Poland","[""Laboratory for Nanoelectronics and Spintronics,Research Institute of Electrical Communication, University of Tohoku, Sendai, Japan""]",52.2319581,21.0067249
720,"Laboratory for Nanoelectronics and Spintronics,Research Institute of Electrical Communication, University of Tohoku, Sendai, Japan","[""Institute of Theoretical Physics, Warsaw University of Technology, Warsaw, Poland""]",38.2677554,140.8691498
721,"Oriental Semiconductor Technology Company Limited, Shanghai, China",[],31.2312707,121.4700152
722,"RtP1/MFD2-SCO Department, Robert Bosch GmbH, Reutlingen, Germany","[""Institute for Material Handling and Logistics, Karlsruhe Institute of Technology, Karlsruhe, Germany""]",48.4919508,9.2114144
723,"Institute for Material Handling and Logistics, Karlsruhe Institute of Technology, Karlsruhe, Germany","[""RtP1/MFD2-SCO Department, Robert Bosch GmbH, Reutlingen, Germany""]",49.0068705,8.4034195
724,"Centre for Device Thermography and Reliability, H H Wills Physics Laboratory, University of Bristol, Bristol, U.K.","[""National Key Discipline Laboratory of Wide Bandgap Semiconductor Technology, School of Advanced Materials and Nanotechnology, Xidian University, Xi\u2019an, China"", ""National Key Discipline Laboratory of Wide Bandgap Semiconductor Technology, School of Microelectronics, Xidian University, Xi\u2019an, China""]",51.4538022,-2.5972985
725,"National Key Discipline Laboratory of Wide Bandgap Semiconductor Technology, School of Advanced Materials and Nanotechnology, Xidian University, Xi’an, China","[""Centre for Device Thermography and Reliability, H H Wills Physics Laboratory, University of Bristol, Bristol, U.K."", ""National Key Discipline Laboratory of Wide Bandgap Semiconductor Technology, School of Microelectronics, Xidian University, Xi\u2019an, China""]",34.2607713,108.9423443
726,"National Key Discipline Laboratory of Wide Bandgap Semiconductor Technology, School of Microelectronics, Xidian University, Xi’an, China","[""Centre for Device Thermography and Reliability, H H Wills Physics Laboratory, University of Bristol, Bristol, U.K."", ""National Key Discipline Laboratory of Wide Bandgap Semiconductor Technology, School of Advanced Materials and Nanotechnology, Xidian University, Xi\u2019an, China""]",34.2607713,108.9423443
727,"Institute for Microelectronics, Technical University Vienna, Vienna, Austria",[],48.2083537,16.3725042
728,"Fujian Province Key Laboratory of Semiconductors and Applications, Collaborative Innovation Center for Optoelectronic Semiconductors and Efficient Devices, Xiamen University, Xiamen, China",[],24.5438732,118.0768065
729,"WCU Hybrid Materials Program, Department of Materials Science and Engineering and Inter-university Semiconductor Research Center, Seoul National University, Seoul, South Korea",[],37.5666791,126.9782914
730,"Strategy Planning Group, TowerJazz Panasonic Semiconductor Company, Ltd., Uozu, Japan",[],36.8170731,137.4182725
731,"State Key Discipline Laboratory of Wide Band Gap Semiconductor Technology, Xidian University, Xi'an, China",[],34.2607713,108.9423443
732,"R&D division, Hynix Semiconductor, Inc., Kyounggi, South Korea","[""Department of Ceramic Engineering, Yonsei University, Seoul, South Korea""]",,
733,"Department of Ceramic Engineering, Yonsei University, Seoul, South Korea","[""R&D division, Hynix Semiconductor, Inc., Kyounggi, South Korea""]",37.5666791,126.9782914
734,"Advanced Services Engineering Applied Materials, Inc., Singapore","[""Advanced Services Engineering Applied Materials, Inc., Austin, TX, USA"", ""Advanced Services Engineering Applied Materials, Inc., Colorado Springs, CO, USA""]",,
735,"Advanced Services Engineering Applied Materials, Inc., Colorado Springs, CO, USA","[""Advanced Services Engineering Applied Materials, Inc., Austin, TX, USA"", ""Advanced Services Engineering Applied Materials, Inc., Singapore""]",38.7251776,-105.607716
736,"Advanced Services Engineering Applied Materials, Inc., Austin, TX, USA","[""Advanced Services Engineering Applied Materials, Inc., Singapore"", ""Advanced Services Engineering Applied Materials, Inc., Colorado Springs, CO, USA""]",31.2638905,-98.5456116
737,"Elemental Scientific, Omaha, NE, USA","[""Korea Electronic Technology Institute, Seongnam, South Korea"", ""Department of Chemistry, Dankook University, Cheonan, South Korea"", ""Elemental Scientific Lasers LLC, Bozeman, MT, USA""]",41.7370229,-99.5873816
738,"Department of Chemistry, Dankook University, Cheonan, South Korea","[""Korea Electronic Technology Institute, Seongnam, South Korea"", ""Elemental Scientific Lasers LLC, Bozeman, MT, USA"", ""Elemental Scientific, Omaha, NE, USA""]",36.8150283,127.1140654
739,"Elemental Scientific Lasers LLC, Bozeman, MT, USA","[""Korea Electronic Technology Institute, Seongnam, South Korea"", ""Department of Chemistry, Dankook University, Cheonan, South Korea"", ""Elemental Scientific, Omaha, NE, USA""]",47.3752671,-109.638757
740,"Korea Electronic Technology Institute, Seongnam, South Korea","[""Department of Chemistry, Dankook University, Cheonan, South Korea"", ""Elemental Scientific Lasers LLC, Bozeman, MT, USA"", ""Elemental Scientific, Omaha, NE, USA""]",37.4201556,127.1262092
741,"Department of Electrical and Electronics Engineering, Siirt University, Siirt, Turkey","[""Institute of Science, Siirt University, Siirt, Turkey""]",37.8646916,42.0510294
742,"Institute of Science, Siirt University, Siirt, Turkey","[""Department of Electrical and Electronics Engineering, Siirt University, Siirt, Turkey""]",37.8646916,42.0510294
743,"State Key Laboratory of Advanced Power Semiconductor Devices, Zhuzhou CRRC Times Semiconductor Co., Ltd., Zhuzhou, China","[""School of Electronic Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China""]",27.049812,113.55087
744,"School of Electronic Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China","[""State Key Laboratory of Advanced Power Semiconductor Devices, Zhuzhou CRRC Times Semiconductor Co., Ltd., Zhuzhou, China""]",30.6598628,104.0633717
745,"Knowledge Media Laboratory, Corporate Research and Development Center, Toshiba Corporation, Kawasaki, Japan",[],35.5305307,139.7028012
746,"Microsystem and Terahertz Research Center, China Academy of Engineering Physics, Chengdu, China","[""Chinese Academy of Sciences, Institute of Semiconductor, Beijing, China""]",30.6598628,104.0633717
747,"Chinese Academy of Sciences, Institute of Semiconductor, Beijing, China","[""Microsystem and Terahertz Research Center, China Academy of Engineering Physics, Chengdu, China""]",39.9057136,116.3912972
748,"Physical Chemistry, Linz Institute for Organic Solar Cells, Johannes Kepler University Linz, Linz, Austria","[""Soft Matter Physics Department, Johannes Kepler University Linz, Linz, Austria""]",48.3059078,14.286198
749,"Soft Matter Physics Department, Johannes Kepler University Linz, Linz, Austria","[""Physical Chemistry, Linz Institute for Organic Solar Cells, Johannes Kepler University Linz, Linz, Austria""]",48.3059078,14.286198
750,"Huawei Technologies Company Ltd., Shenzhen, China","[""Department of Nano/Micro-Electronics, Shanghai Jiao Tong University, Shanghai, China"", ""Department of Electronic Engineering, Shanghai Jiao Tong University, Shanghai, China""]",22.5445741,114.0545429
751,"Department of Nano/Micro-Electronics, Shanghai Jiao Tong University, Shanghai, China","[""Huawei Technologies Company Ltd., Shenzhen, China"", ""Department of Electronic Engineering, Shanghai Jiao Tong University, Shanghai, China""]",31.2312707,121.4700152
752,"Department of Electronic Engineering, Shanghai Jiao Tong University, Shanghai, China","[""Huawei Technologies Company Ltd., Shenzhen, China"", ""Department of Nano/Micro-Electronics, Shanghai Jiao Tong University, Shanghai, China""]",31.2312707,121.4700152
753,"Electrical and Computer Engineering Department, Faculty of Engineering, King Abdulaziz University, Jeddah, Saudi Arabia","[""Key Laboratory of Wide Band Gap Semiconductor Materials and Devices, School of Microelectronics, Xidian University, Xi\u2019an, China""]",21.5810088,39.1653612
754,"National Engineering Laboratory for TFT-LCD Materials and Technologies, Department of Electronic Engineering, Shanghai Jiao Tong University, Shanghai, China",[],31.2312707,121.4700152
755,"Advanced Optoelectronic Technology Center, Department of Electrical Engineering, Institute of Microelectronics, National Cheng Kung University, Tainan, Taiwan","[""Department of Electronic Engineering, Feng Chia University, Taichung, Taiwan""]",22.9912348,120.184982
756,"Department of Industrial Engineering, Arizona State University, Tempe, AZ, USA","[""Department of Management, Kansas State University, Manhattan, KS, USA"", ""Department of Industrial Engineering, University of Washington, Seattle, WA, USA""]",34.395342,-111.763275
757,"Department of Management, Kansas State University, Manhattan, KS, USA","[""Department of Industrial Engineering, Arizona State University, Tempe, AZ, USA"", ""Department of Industrial Engineering, University of Washington, Seattle, WA, USA""]",38.27312,-98.5821872
758,"Department of Industrial Engineering, University of Washington, Seattle, WA, USA","[""Department of Management, Kansas State University, Manhattan, KS, USA"", ""Department of Industrial Engineering, Arizona State University, Tempe, AZ, USA""]",47.2868352,-120.212613
759,"Department of Electrical Engineering, University of South Carolina (UofSC), Columbia, SC, USA",[],33.6874388,-80.4363743
760,"Robotics Laboratory, Department of Mechanical Engineering, National Taiwan University, Taipei, Taiwan",[],25.0375198,121.5636796
761,"Department of Electrical Engineering, University of Colorado Boulder, Boulder, CO, USA",[],38.7251776,-105.607716
762,"Dipartimento di Elettronica and Photon Laboratory, Politecnico di Turino, Torino, Italy",[],45.0677551,7.6824892
763,"Key Laboratory of Semiconductor Material Sciences, Institute of Semiconductors, Chinese Academy of Sciences, Beijing Key Laboratory of Low Dimensional Semiconductor Materials and Devices, Beijing, China",[],39.9057136,116.3912972
764,"Motorola Semiconductor Products, Compound Semiconductor One, Tempe, AZ, USA",[],34.395342,-111.763275
765,"DTU Department of Communications, Optics and Materials, Nano DTU, Technical University of Denmark, Lyngby, Denmark",[],55.7718649,12.5051413
766,"Department of Engineering, Cambridge University, Cambridge, U.K.","[""Department of Energy Technology, Aalborg University, Aalborg, Denmark""]",52.2055314,0.1186637
767,"Department of Energy Technology, Aalborg University, Aalborg, Denmark","[""Department of Engineering, Cambridge University, Cambridge, U.K.""]",57.0462626,9.9215263
768,"Athens Information Technology Center, Athens, Greece","[""Institute of High-Frequency and Quantum Electronics, University of Karlsruhe, Karlsruhe, Germany""]",37.9755648,23.7348324
769,"Institute of High-Frequency and Quantum Electronics, University of Karlsruhe, Karlsruhe, Germany","[""Athens Information Technology Center, Athens, Greece""]",49.0068705,8.4034195
770,"Department of Microtechnology and Nanoscience (MC2), Chalmers, University of Technology, Goteborg, Sweden","[""College of Optical Sciences, University of Arizona, Tucson, AZ, USA""]",57.7072326,11.9670171
771,"College of Optical Sciences, University of Arizona, Tucson, AZ, USA","[""Department of Microtechnology and Nanoscience (MC2), Chalmers, University of Technology, Goteborg, Sweden""]",34.395342,-111.763275
772,"National Laboratory of Solid State Microstructure, College of Engineering and Applied Sciences, Nanjing University, Nanjing, China","[""School of Mathematics and Physics and Chemical Engineering, Changzhou Institute of Technology, Changzhou, China""]",32.0615513,118.7915619
773,"School of Mathematics and Physics and Chemical Engineering, Changzhou Institute of Technology, Changzhou, China","[""National Laboratory of Solid State Microstructure, College of Engineering and Applied Sciences, Nanjing University, Nanjing, China""]",31.8122623,119.9691539
774,"Dipartimento di Elettronica e Informazione, Politecnico di Milano-IU.NET, Milano, Italy",[],45.4641943,9.1896346
775,"Lawrence Berkeley National Laboratory, Berkeley, CA, USA",[],36.7014631,-118.755997
776,"Data Storage Institute, ASTAR (Agency for Science, Technology and Research), Singapore","[""Department Electrical Engineering and Computer Science, Northwestern University, Evanston, IL, USA""]",,
